Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
1370345,420792,439584,2,1,07-Mar-14,1717,4,2,1,2,Driver or rider,Slight,Male,38,Bicycle,53.85186411,-1.683894921
1370413,426124,437014,2,1,07-Mar-14,1010,6,2,1,1,Pedestrian,Serious,Female,43,Car,53.82852217,-1.603051897
1370605,424253,433564,3,1,07-Mar-14,112,6,1,1,1,Driver or rider,Slight,Female,33,Car,53.79760148,-1.631752561
1371061,422218,433361,1,1,07-Mar-14,815,4,1,1,1,Pedestrian,Slight,Male,13,Car,53.79586763,-1.662665179
1371067,428097,434762,1,1,07-Mar-14,1500,6,1,1,1,Pedestrian,Slight,Female,12,Motorcycle,53.80817661,-1.573279204
1371129,433909,434031,1,1,07-Mar-14,1620,3,1,1,1,Pedestrian,Slight,Male,14,Car,53.80125942,-1.485094054
1371450,430393,433628,1,1,07-Mar-14,1756,6,1,1,1,Passenger,Slight,Female,85,Bus or Coach,53.79785429,-1.538522039
1371538,423475,434036,2,2,07-Mar-14,1931,6,1,4,1,Driver or rider,Slight,Male,33,Car,53.8018799,-1.643529152
1371569,432914,437027,2,3,07-Mar-14,1940,6,2,4,1,Driver or rider,Slight,Male,32,Car,53.82825331,-1.499881918
1371872,429440,431732,2,1,07-Mar-14,2130,6,1,4,1,Driver or rider,Slight,Male,26,Bicycle,53.78086642,-1.553172748
1380112,435539,438368,3,2,08-Mar-14,148,6,1,4,1,Driver or rider,Slight,Female,38,Car,53.84013408,-1.459842654
1380117,435678,440221,1,1,08-Mar-14,130,3,1,6,1,Driver or rider,Serious,Male,21,Car,53.8567803,-1.457514784
1380791,428054,435266,2,2,08-Mar-14,1245,6,1,1,1,Driver or rider,Slight,Female,26,Car,53.81270926,-1.5738863
1380828,435745,436866,2,1,08-Mar-14,1300,3,1,1,1,Driver or rider,Slight,Male,35,Car,53.82661913,-1.456886509
1380848,429586,431001,2,1,08-Mar-14,1315,6,2,1,1,Pedestrian,Slight,Male,21,Goods Vehicle,53.77428735,-1.551027035
1380852,428897,425984,3,1,08-Mar-14,1320,3,1,1,1,Driver or rider,Slight,Female,63,Car,53.72922914,-1.561951809
1381183,426767,438353,2,2,08-Mar-14,1605,3,1,1,1,Driver or rider,Slight,Male,59,Car,53.84052535,-1.5931653
1381501,431013,428461,1,1,08-Mar-14,1825,6,1,4,1,Pedestrian,Serious,Female,42,Goods Vehicle,53.75137285,-1.52962806
1381775,432494,436620,1,1,08-Mar-14,2045,5,1,4,1,Pedestrian,Slight,Male,14,Car,53.82462137,-1.50630644
1390139,428065,435017,2,1,09-Mar-14,112,6,1,1,1,Passenger,Slight,Male,43,Car,53.81047047,-1.573741934
1390527,427286,434701,2,3,09-Mar-14,850,3,1,1,1,Driver or rider,Serious,Female,58,Car,53.80767148,-1.585601245
1390747,430442,437754,2,1,09-Mar-14,1140,6,1,1,1,Driver or rider,Slight,Female,25,Car,53.83493877,-1.537369788
1391022,431502,439988,1,1,09-Mar-14,1408,6,1,1,1,Pedestrian,Serious,Female,80,Car,53.85495617,-1.521032317
1391128,427265,429573,2,1,09-Mar-14,1502,3,1,1,1,Driver or rider,Slight,Male,21,Motorcycle,53.76157802,-1.586373768
1391182,444584,427870,1,1,09-Mar-14,1534,6,1,1,1,Driver or rider,Serious,Male,44,Motorcycle,53.74507633,-1.323896351
1391335,443071,440722,1,1,09-Mar-14,1625,2,1,1,1,Driver or rider,Slight,Female,53,Car,53.86072272,-1.345041043
1391658,426098,428269,2,1,09-Mar-14,1850,3,1,4,1,Passenger,Slight,Male,32,Car,53.74991632,-1.604187593
1410222,421996,443915,2,1,01-Apr-14,750,6,2,1,1,Driver or rider,Slight,Male,68,Car,53.89074478,-1.665279905
1410246,430512,437057,1,1,01-Apr-14,827,6,1,1,1,Pedestrian,Slight,Male,15,Car,53.82866956,-1.536375221
1410949,432957,427611,1,1,01-Apr-14,1540,3,1,1,1,Pedestrian,Slight,Male,10,Car,53.7436131,-1.500235431
1411033,431322,431388,1,1,29-Mar-14,2340,6,2,7,9,Pedestrian,Serious,Male,36,Car,53.77766445,-1.524644582
1411139,435468,433844,1,1,01-Apr-14,1700,6,1,1,1,Pedestrian,Serious,Female,12,Car,53.79947458,-1.461443405
1420276,425823,433131,1,1,02-Apr-14,818,6,2,1,7,Pedestrian,Serious,Female,12,Car,53.79363377,-1.607951231
1420372,425293,434316,2,1,02-Apr-14,926,3,1,1,1,Driver or rider,Slight,Male,34,Bicycle,53.80431154,-1.615900249
1420804,432379,435788,2,1,01-Apr-14,30,3,1,4,2,Driver or rider,Slight,Male,24,Bicycle,53.81714999,-1.508141197
1421333,430576,433446,1,1,02-Apr-14,1600,6,1,1,1,Passenger,Slight,Male,2,Bus or Coach,53.79620762,-1.535761591
1430163,422919,434104,2,1,03-Apr-14,623,3,2,4,7,Driver or rider,Slight,Male,41,Car,53.80251594,-1.651966847
1430210,420031,434154,1,1,03-Apr-14,750,3,2,1,9,Pedestrian,Slight,Male,11,Taxi,53.80308462,-1.69581817
1430315,431253,433819,2,1,02-Apr-14,1130,6,1,1,1,Passenger,Slight,Female,52,Bus or Coach,53.79952018,-1.525445167
1430549,432507,427345,2,1,03-Apr-14,740,3,2,1,1,Driver or rider,Slight,Male,28,Bicycle,53.74125034,-1.507086996
1430662,429726,435808,1,1,03-Apr-14,1250,6,1,1,1,Pedestrian,Slight,Female,48,Bicycle,53.81748823,-1.54843868
1431717,436022,434826,1,1,03-Apr-14,2110,6,2,4,1,Pedestrian,Slight,Male,29,Car,53.80826332,-1.452916829
1440266,430716,435480,3,2,04-Apr-14,840,6,1,1,1,Driver or rider,Slight,Male,21,Car,53.81448239,-1.53343309
1440516,432106,433592,1,1,04-Apr-14,1105,3,1,1,1,Pedestrian,Serious,Female,15,Car,53.7974278,-1.512517136
1440934,430419,438625,1,1,04-Apr-14,1513,3,1,1,1,Pedestrian,Slight,Female,83,Car,53.84276924,-1.537633069
1441064,428587,431555,2,1,04-Apr-14,2300,3,2,7,9,Driver or rider,Slight,Female,28,Car,53.77932294,-1.566135199
1450279,429887,434264,1,1,05-Apr-14,315,6,1,4,1,Pedestrian,Slight,Male,19,Taxi,53.80360043,-1.546142992
1450509,436210,436844,2,1,29-Oct-09,659,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Fatal,Male,41,Motorcycle,53.82638919,-1.449824195
1450709,420763,445685,1,1,12-Nov-09,1720,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Fatal,Female,52,Car,53.90670566,-1.683922478
1450966,423266,437522,2,2,05-Apr-14,1330,3,2,1,1,Driver or rider,Slight,Male,47,Goods Vehicle,53.83322429,-1.646439123
1451509,432596,428266,2,1,13-Dec-09,1815,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Fatal,Male,26,Car,53.74952343,-1.505640352
1451528,442355,439994,1,1,05-Apr-14,1900,3,1,1,1,Driver or rider,Slight,Female,29,Car,53.85423812,-1.356028606
1451609,427549,430500,1,1,17-Dec-09,1406,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,91,Car,53.76989572,-1.581982687
1461278,430413,433714,3,3,06-Apr-14,1640,6,1,1,1,Driver or rider,Slight,Male,31,Taxi,53.79862615,-1.538209884
1470521,430775,433453,2,1,05-Apr-14,945,3,1,1,1,Driver or rider,Slight,Male,22,Motorcycle,53.7962588,-1.532739565
1480500,431511,435137,3,4,08-Apr-14,1059,3,1,1,1,Driver or rider,Slight,Male,36,Car,53.8113517,-1.521392859
1480678,430473,433750,2,2,08-Apr-14,1250,6,1,1,1,Driver or rider,Slight,Male,60,Car,53.79894623,-1.537295316
1480751,440829,445739,1,1,08-Apr-14,1336,3,1,1,4,Driver or rider,Serious,Male,20,Motorcycle,53.9059985,-1.378463207
1481171,431621,436143,3,1,08-Apr-14,1720,6,1,1,1,Driver or rider,Slight,Male,41,Car,53.82038763,-1.519618783
1481333,424718,434440,2,3,08-Apr-14,1830,6,1,1,1,Driver or rider,Slight,Male,24,Car,53.8054538,-1.624622039
1490215,426486,428243,1,1,09-Apr-14,746,4,1,1,1,Driver or rider,Slight,Male,23,Motorcycle,53.74966303,-1.598305421
1490562,430900,428654,1,1,09-Apr-14,1212,6,1,1,1,Passenger,Slight,Female,88,Bus or Coach,53.7531144,-1.53132255
1490632,436431,435581,2,1,03-Apr-14,1235,6,1,1,1,Passenger,Slight,Female,72,Taxi,53.8150212,-1.446616089
1490713,426305,436913,2,4,09-Apr-14,1340,6,1,1,1,Driver or rider,Slight,Male,22,Car,53.82760517,-1.60031036
1491282,432946,427605,1,1,09-Apr-14,1808,3,1,1,1,Pedestrian,Serious,Female,32,Car,53.74355986,-1.500402869
1510633,429414,433950,2,3,01-May-14,1254,2,2,1,2,Driver or rider,Slight,Male,51,Car,53.80080493,-1.553355613
1511108,430767,438449,2,1,01-May-14,1430,6,2,1,2,Driver or rider,Slight,Male,52,Bicycle,53.84116674,-1.532361313
1511251,429841,432529,2,1,01-May-14,1828,6,2,1,1,Driver or rider,Serious,Male,44,Motorcycle,53.78800762,-1.547009597
1511740,432528,436701,1,1,01-May-14,2350,6,2,4,1,Driver or rider,Serious,Male,18,Motorcycle,53.82534732,-1.505781317
1520720,427996,435194,2,1,02-May-14,1250,6,1,1,1,Driver or rider,Slight,Male,20,Bicycle,53.81206519,-1.574773788
1521016,433199,439190,2,1,02-May-14,1535,3,1,1,1,Driver or rider,Slight,Male,18,Motorcycle,53.84767753,-1.495317893
1521017,435331,439412,2,1,02-May-14,1530,3,1,1,1,Driver or rider,Slight,Male,53,Motorcycle,53.84953231,-1.46288379
1521096,435972,435458,2,1,02-May-14,1615,3,1,1,1,Driver or rider,Slight,Male,47,Motorcycle,53.81394756,-1.453602291
1521288,422565,437137,5,1,02-May-14,1745,3,1,1,1,Driver or rider,Slight,Male,60,Car,53.82979452,-1.657119894
1521303,428546,431414,2,2,02-May-14,1753,3,1,1,1,Driver or rider,Serious,Female,26,Car,53.77805778,-1.56677049
1521487,430372,428131,1,1,02-May-14,1913,6,1,1,1,Pedestrian,Serious,Male,10,Car,53.7484443,-1.539382161
1530576,426141,435596,2,2,03-May-14,1050,6,1,1,1,Driver or rider,Slight,Female,55,Car,53.81577525,-1.602914125
1530651,443617,436395,3,1,03-May-14,1130,2,1,1,1,Passenger,Slight,Female,43,Car,53.82178455,-1.337353295
1530789,430913,436114,2,1,03-May-14,1250,6,1,1,1,Driver or rider,Slight,Female,25,Car,53.82016954,-1.530377119
1531338,429998,437209,2,1,03-May-14,1730,3,1,1,1,Driver or rider,Slight,Female,43,Car,53.83006576,-1.544170259
1531412,440561,433546,2,1,03-May-14,1755,3,1,1,1,Driver or rider,Serious,Male,50,Bicycle,53.79642384,-1.384153645
1540301,424087,435521,2,1,04-May-14,405,3,1,4,1,Passenger,Serious,Female,24,Car,53.81520031,-1.634119847
1541155,420035,441874,2,1,04-May-14,1738,6,1,1,1,Driver or rider,Slight,Male,7,Bicycle,53.8724782,-1.695254018
1541273,428957,435474,2,1,04-May-14,1740,3,1,1,9,Driver or rider,Slight,Female,48,Car,53.81452941,-1.560151448
1551175,425413,440393,2,1,05-May-14,1705,6,1,1,1,Driver or rider,Slight,Male,16,Bicycle,53.85893037,-1.613575517
1551220,422222,435650,2,2,05-May-14,1730,6,1,1,1,Driver or rider,Slight,Male,54,Car,53.81644293,-1.662439208
1560488,424647,435138,1,1,06-May-14,1112,3,1,1,1,Pedestrian,Slight,Female,47,Car,53.81173135,-1.625644356
1570257,428023,434264,2,1,07-May-14,820,6,1,1,1,Driver or rider,Slight,Male,42,Bicycle,53.8037042,-1.574448372
1570369,429740,433416,1,1,07-May-14,840,6,1,1,1,Pedestrian,Slight,Male,18,Goods Vehicle,53.79598641,-1.548457117
1570476,436273,434797,1,1,09-May-14,1445,6,1,1,1,Pedestrian,Slight,Male,61,Car,53.8079852,-1.449108384
1570903,433285,433951,2,1,07-May-14,1440,6,1,1,1,Driver or rider,Slight,Male,16,Motorcycle,53.80058063,-1.49457769
1570966,431483,435012,2,1,07-May-14,1515,6,1,1,1,Passenger,Slight,Female,28,Car,53.81022981,-1.521830911
1570994,431752,434601,2,1,07-May-14,1120,6,1,1,1,Driver or rider,Slight,Male,30,Bicycle,53.80651911,-1.517787851
1571216,425023,433395,1,1,07-May-14,1600,4,1,1,1,Pedestrian,Slight,Female,26,Car,53.7960459,-1.62007521
1571248,424561,445123,2,1,07-May-14,1720,3,2,1,1,Driver or rider,Serious,Male,24,Bicycle,53.90148793,-1.626151448
1571772,431087,433293,2,3,07-May-14,2220,6,1,4,1,Driver or rider,Slight,Male,33,Taxi,53.79480206,-1.528018756
1580735,425546,436386,2,1,08-May-14,845,3,2,1,2,Driver or rider,Serious,Male,37,Bicycle,53.82290596,-1.611886425
1581249,427898,430457,3,1,08-May-14,1810,3,2,1,2,Driver or rider,Slight,Male,48,Motorcycle,53.76949062,-1.57669115
1581682,430174,432863,2,1,08-May-14,2020,6,1,1,1,Driver or rider,Serious,Male,74,Car,53.79099066,-1.541922083
1590566,427785,436380,1,1,05-Sep-14,930,3,1,1,1,Pedestrian,Slight,Female,44,Car,53.82273716,-1.577871412
1590760,431768,434945,2,1,05-Sep-14,1303,6,1,1,1,Driver or rider,Slight,Female,29,Car,53.80961024,-1.517509367
1590799,422586,437160,5,2,09-May-14,1350,3,1,1,1,Driver or rider,Slight,Male,41,Goods Vehicle,53.83000035,-1.656799111
1591120,431780,429414,2,1,09-May-14,1629,6,1,1,1,Driver or rider,Serious,Male,5,Bicycle,53.75989293,-1.517897389
1591151,430377,433071,2,1,05-Sep-14,1634,6,1,1,1,Passenger,Slight,Female,50,Bus or Coach,53.7928485,-1.538819898
1591165,428794,435574,2,1,09-May-14,1720,3,1,1,1,Driver or rider,Slight,Male,26,Bicycle,53.81543733,-1.562617933
1591246,431239,429749,2,1,09-May-14,1800,6,1,1,1,Driver or rider,Slight,Female,7,Bicycle,53.76293688,-1.526070143
1591309,429943,427020,1,2,07-May-14,1730,3,2,1,9,Pedestrian,Slight,Male,19,Motorcycle,53.73848256,-1.545995752
1591555,429622,440488,1,1,09-May-14,2003,6,1,1,1,Driver or rider,Slight,Female,70,Car,53.85956117,-1.549567243
1591720,431137,434295,2,2,09-May-14,2125,6,1,1,1,Passenger,Slight,Female,23,Car,53.80380575,-1.527158346
1610210,430644,434658,2,2,01-Jun-14,148,6,1,4,1,Driver or rider,Slight,Male,48,Car,53.80709793,-1.534608559
1610500,428441,428724,1,1,01-Jun-14,725,3,1,1,1,Driver or rider,Slight,Male,20,Car,53.75388363,-1.568611907
1610523,430783,438594,2,1,31-May-14,2130,6,1,7,9,Driver or rider,Slight,Male,34,Car,53.84246914,-1.532103601
1610744,428577,427803,2,2,01-Jun-14,1145,3,1,1,1,Driver or rider,Slight,Male,41,Taxi,53.74559748,-1.566634356
1610836,430877,434256,2,1,01-Jun-14,1248,3,1,1,1,Driver or rider,Slight,Male,42,Taxi,53.80347069,-1.531110431
1610921,427009,440075,2,1,01-Jun-14,1340,3,1,1,1,Driver or rider,Slight,Male,42,Bicycle,53.85599138,-1.589335746
1611005,431758,435650,2,1,01-Jun-14,1420,6,1,1,1,Driver or rider,Slight,Male,16,Bicycle,53.81594786,-1.517588479
1611134,419520,441615,4,1,01-Jun-14,1540,3,1,1,1,Driver or rider,Slight,Male,23,Car,53.87016974,-1.703103889
1620433,422469,442502,1,1,02-Jun-14,1000,3,1,1,1,Passenger,Slight,Male,57,Car,53.87802343,-1.658185879
1620611,432038,434989,1,1,02-Jun-14,1154,6,1,1,1,Passenger,Slight,Female,20,Car,53.80998918,-1.513404204
1620815,426817,433088,1,1,02-Jun-14,1345,6,1,1,1,Passenger,Slight,Female,1,Bus or Coach,53.79319697,-1.592864324
1621323,427376,433650,2,1,02-Jun-14,1720,3,2,1,5,Driver or rider,Slight,Female,35,Bicycle,53.79821955,-1.584327882
1630208,423801,437489,2,1,03-Jun-14,755,6,2,1,1,Driver or rider,Slight,Female,31,Bicycle,53.83290343,-1.638311748
1630285,440985,445642,3,1,03-Jun-14,900,1,1,1,1,Driver or rider,Slight,Male,32,Car,53.90511432,-1.376101578
1630591,429400,437296,1,1,03-Jun-14,1058,6,1,1,1,Passenger,Slight,Female,88,Bus or Coach,53.83088196,-1.553248442
1630816,431411,429220,2,1,03-Jun-14,1355,6,1,1,1,Passenger,Slight,Female,43,Car,53.75817149,-1.523514644
1630945,430798,433458,2,1,09-Jun-14,945,6,1,1,1,Passenger,Slight,Female,35,Bus or Coach,53.79630239,-1.532389866
1631281,431896,434925,1,1,03-Jun-14,1727,6,1,1,1,Pedestrian,Slight,Female,75,Motorcycle,53.80942263,-1.515567459
1631777,428578,432995,3,2,03-Jun-14,2120,3,1,4,1,Driver or rider,Slight,Male,27,Car,53.79226727,-1.566138269
1631781,426621,433551,2,1,03-Jun-14,2124,6,1,4,1,Pedestrian,Slight,Male,37,Car,53.79736884,-1.595799901
1640150,443107,433205,2,1,04-Jun-14,539,3,2,1,2,Driver or rider,Slight,Male,43,Car,53.79315406,-1.345547595
1640239,430891,430062,1,1,04-Jun-14,814,6,2,1,2,Pedestrian,Slight,Female,14,Car,53.76577112,-1.531318158
1640258,430033,431015,2,1,04-Jun-14,832,3,2,1,2,Driver or rider,Slight,Female,39,Car,53.7743876,-1.544242599
1640275,430704,433040,2,1,04-Jun-14,850,6,2,1,2,Driver or rider,Slight,Male,26,Motorcycle,53.79255066,-1.533858692
1640666,425129,435949,1,1,04-Jun-14,1250,6,2,1,1,Pedestrian,Slight,Male,12,Car,53.81899819,-1.618257344
1640968,421990,433993,1,1,04-Jun-14,1550,6,1,1,1,Pedestrian,Slight,Female,8,Car,53.80155828,-1.6660817
1641074,426640,433496,2,1,04-Jun-14,1620,6,2,1,1,Passenger,Slight,Male,23,Car,53.79687349,-1.59551618
1650259,433937,442041,2,2,05-Jun-14,813,6,2,1,1,Driver or rider,Slight,Female,27,Car,53.8732562,-1.483784176
1650586,427672,435052,2,1,04-Jun-14,1415,6,1,1,1,Driver or rider,Slight,Male,26,Bicycle,53.81080613,-1.579707588
1650616,429556,434826,3,1,05-Jun-14,1207,3,1,1,1,Passenger,Slight,Female,19,Car,53.80867101,-1.55111535
1651553,435141,438713,2,1,05-Jun-14,1930,3,1,1,1,Driver or rider,Slight,Male,21,Bicycle,53.84326221,-1.465852097
1660860,432100,428705,4,1,06-Jun-14,1350,1,1,1,1,Driver or rider,Slight,Male,38,Car,53.75350028,-1.513116893
1661045,431629,439596,2,1,06-Jun-14,1520,6,1,1,1,Driver or rider,Slight,Male,43,Car,53.85142491,-1.519141829
1671192,430411,431013,2,1,06-Jun-14,1705,1,1,1,1,Driver or rider,Slight,Female,26,Car,53.77434768,-1.538506767
1671235,431919,434808,1,1,07-Jun-14,1735,6,1,1,1,Passenger,Serious,Male,3,Car,53.80836954,-1.515230285
1671275,428635,436971,2,1,07-Jun-14,1750,4,1,1,1,Passenger,Slight,Female,71,Car,53.82800335,-1.564903
1671362,432345,436992,1,1,07-Jun-14,1840,6,1,1,1,Driver or rider,Slight,Male,29,Car,53.82797444,-1.508531026
1680885,420297,434256,2,2,08-Jun-14,1405,3,1,1,1,Passenger,Slight,Male,39,Car,53.80399117,-1.691772152
1681137,430855,435446,2,1,08-Jun-14,1624,6,1,1,1,Driver or rider,Slight,Male,33,Bicycle,53.81416855,-1.531325208
1681511,438454,432705,2,1,08-Jun-14,2000,3,1,1,1,Driver or rider,Serious,Male,47,Motorcycle,53.78902447,-1.416247769
1681525,424115,435153,1,1,08-Jun-14,1520,6,1,1,1,Pedestrian,Slight,Male,18,Goods Vehicle,53.81189113,-1.633723379
1690221,437688,425376,2,2,09-Jun-14,635,1,1,1,1,Driver or rider,Slight,Male,43,Goods Vehicle,53.72320285,-1.428769994
1690281,428039,434284,2,1,09-Jun-14,808,3,1,1,1,Driver or rider,Slight,Male,14,Bicycle,53.80388311,-1.574203586
1690457,433306,432851,1,1,09-Jun-14,830,6,1,1,1,Pedestrian,Slight,Female,9,Car,53.79069175,-1.494377764
1690979,437246,435765,1,1,09-Jun-14,1505,6,2,1,1,Pedestrian,Slight,Male,13,Car,53.81661734,-1.434214688
1691490,420912,440624,1,1,09-Jun-14,1830,6,1,1,1,Pedestrian,Slight,Female,38,Goods Vehicle,53.86120763,-1.681999701
1691893,427600,436795,2,1,09-Jun-14,2141,3,1,4,1,Passenger,Slight,Female,56,Car,53.82647734,-1.580644725
1691943,433169,434035,2,5,09-Jun-14,2205,3,1,4,1,Driver or rider,Slight,Female,29,Car,53.80134309,-1.496329991
1710386,424924,430924,2,1,01-Jul-14,810,3,1,1,1,Driver or rider,Slight,Female,32,Car,53.77383924,-1.621778104
1710459,430375,433496,1,1,01-Jul-14,1010,6,1,1,1,Pedestrian,Slight,Female,75,Bus or Coach,53.79666883,-1.538808354
